,time,0,1,2,3,4,5,6,7
pcs,1958-01-01 00:00:00,-1.0561350499590083,-0.1628356903827394,-1.527914973154488,0.5936951361549468,-0.10298526569802839,0.1868997631172475,-0.4215039450111143,0.18538603353494532
pcs,1959-01-01 00:00:00,-0.9342858722462106,0.3015708846379449,-4.021918207515213,-0.04170104700886543,-0.17564017389015713,2.4316840665885913,1.976084787651161,0.1583948350755097
pcs,1960-01-01 00:00:00,-0.729357258599295,-2.539100205972012,0.5191241842864484,0.80675700467652,2.3500617271085322,1.6256080580564662,-0.7257694724744627,0.49194418192156547
pcs,1961-01-01 00:00:00,-1.4509666655717168,0.8470469318989492,0.19614884275709377,1.130921911735822,0.047201251052053576,-1.411521298885107,1.0756359786454897,-1.2746899017664888
pcs,1962-01-01 00:00:00,-0.05717736994116258,-1.9950030012579711,0.5755902677719984,0.08865386849671222,2.40665142276192,-0.03854151937490276,-1.2642713206469076,-0.20157107323408194
pcs,1963-01-01 00:00:00,-0.9095480968970335,-0.2824570479508633,-0.23805395428389248,-0.2233344751289774,-1.7315481750014752,0.4108342310565744,-0.08731831842147598,-0.6888429656071727
pcs,1964-01-01 00:00:00,-1.440368352406812,0.7198003225171609,-1.5454243259826363,-0.3671646815475855,-1.7869324749565796,-0.1332859256297578,-0.8619596440894736,-0.48234045169860357
pcs,1965-01-01 00:00:00,-0.9794602224323574,-0.514360582495397,-0.5514221368650372,-2.3298037068526796,-0.5647920475582862,-0.5068475880023957,-0.7221366881728002,-0.6780754091670906
pcs,1966-01-01 00:00:00,-0.9884082647453665,0.41079141995789115,-0.8075426649242189,-0.396837312925816,0.045649917278976895,0.029427509843830343,-0.5731510632449285,-1.1762804166022116
pcs,1967-01-01 00:00:00,-0.6343786602015985,0.8336080730158718,-0.18209268293239642,-0.01414604903695872,0.0461203695515768,-0.17299283724140982,-0.18814570989938728,-0.267108542123708
pcs,1968-01-01 00:00:00,0.15902443179912015,-0.8332962405988729,-0.9315488064783216,-1.3799618011733512,-0.09456856474300519,-0.5740565833666805,0.3093625441376941,1.1393554232181247
pcs,1969-01-01 00:00:00,-0.04607435866968592,0.3372004120855751,-0.7284075740595393,-0.914128041859206,-1.361752497826635,0.9660721176260209,-0.5021760758707569,-0.3483135954984062
pcs,1970-01-01 00:00:00,-0.4235640191402202,0.03833899377078892,0.6109763373293565,0.1504342798514959,-0.5968402999710015,-0.575295283421489,0.2006607625929812,-0.3890259723721867
pcs,1971-01-01 00:00:00,0.03215172296965506,0.18166179341625524,1.0075569348464486,1.3461414069892088,0.8049407197326282,-0.054281967579125255,-0.17668632044102842,0.6102593437796652
pcs,1972-01-01 00:00:00,-1.0440814491706873,0.26227483428919096,-0.3837315950172125,0.4596297617784694,1.016333123112368,0.0612591106693214,-0.018192539983451855,-0.4436249411441837
pcs,1973-01-01 00:00:00,-0.7310959775860411,0.45988075919505494,0.622642948720605,1.246798564636513,-0.7749434288364478,0.6768596134624478,-0.31560418375413374,-0.9781240146491439
pcs,1974-01-01 00:00:00,1.5785997964966372,0.19883455671399464,0.0695229412999889,1.9945412610226718,-1.8828760190186415,2.3215325416773105,2.156065512994535,-0.833029550662317
pcs,1975-01-01 00:00:00,-0.2814928937182071,0.03723411488060925,-0.6470413605276095,0.43865497967517125,-0.39347159646880947,0.3538232597548212,-0.22650325140710675,-0.37189753104247714
pcs,1976-01-01 00:00:00,-0.6918187545507075,-1.6658402021865817,-0.8287821651123112,1.3608644465632616,-0.3060596692821446,-0.42258762461028465,0.007093577340666487,-0.881527285281404
pcs,1977-01-01 00:00:00,0.09918438174541405,-0.39887793010479466,-0.7212776820343932,-0.5832716545509805,0.29985736397204965,0.84565804200363,-0.2957538105291985,0.5864429980421052
pcs,1978-01-01 00:00:00,-0.03416425965939937,-0.7601511213189349,0.4503997423822071,0.43506525411653213,0.3891683429273729,-0.2585992527181669,0.012190505792177671,0.5689593534972903
pcs,1979-01-01 00:00:00,-0.08780115793766483,-0.6524791690435952,-0.3759286715723886,-0.0473891021972128,0.02320181337416452,0.42236166715433165,0.06572324223096188,0.31530442277272136
pcs,1980-01-01 00:00:00,-0.3196543286620272,2.3220730772690756,-0.6054053392335569,-0.1872571605309762,3.888814551250665,0.24136546057954336,1.6371132363619822,-1.7489436240696166
pcs,1981-01-01 00:00:00,0.01855648244186033,0.4222952878034636,-0.3839515979884073,0.6501486738186731,1.1666116571028184,0.43336380574563926,-0.2559393368013922,0.8238136235246131
pcs,1982-01-01 00:00:00,0.15378477336723811,-1.1637785523679212,-0.5716468702924006,-0.40130632350826,0.2590271304541582,0.5964392806208709,-0.9195864798175173,0.6753718919527812
pcs,1983-01-01 00:00:00,-0.24538056578682052,-0.0009355915581668018,0.27624142753324504,-0.7163033371595008,0.10426033589538107,-0.06693203177808049,-0.21012038999852778,0.6398037089010097
pcs,1984-01-01 00:00:00,-0.1237300504554961,-0.19854007810086427,0.6112274070379948,1.325160707616474,0.09392531020168879,-0.044371691833977316,0.7949679260169921,0.05109044822838543
pcs,1985-01-01 00:00:00,0.27572602079789416,-0.40722686361839733,0.8867739548049607,0.6390290497159562,0.3943163390051674,1.494442844448374,0.1455796055282569,0.48402748118679095
pcs,1986-01-01 00:00:00,0.598638142099175,-0.8751367232634157,-1.498202707460808,1.6319593862983923,0.25061306620920454,0.056164069018853534,0.9692616828291692,-0.17913871618463975
pcs,1987-01-01 00:00:00,-0.8445319200162744,1.0800615147319244,-0.045613405426750485,-0.37486063789768814,0.6358908619430353,0.2883357941131313,-2.0844257609837102,-2.469777006991232
